A_100_c,A_50_a,A_50_b,A_50_c,B_100_a,B_100_b,B_100_c,B_50_b,B_50_c,D_100_a,D_100_c,D_50_a,D_50_b,D_50_c,M_100_b,M_100_c,M_50_a,M_50_c,T2_100_a,T2_100_b,T2_100_c,T2_25_a,T2_25_b,T2_25_c,T2_50_b,T2_50_c,T2_75_b,T2_75_c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_A,V1_B,V2_D,V2_E,V2_F,V0_A,V0_B,V0_C
90.41658,93.97456,94.26031,94.56364,81.36676376,81.87972,81.91884,89.77929,90.57879,90.27762,91.4172,94.40613,96.87044,95.41547,98.16089,98.88221,99.14285,97.51739,79.66939,79.24013,80.45446,89.90478,90.56508,89.92392,88.2528,87.90541,84.66006,84.24821,81.02016017,80.33881871,80.87995641,95.32776174,96.30209168,93.34902459,90.51001187,91.74417655,92.35751294,85.28104422,85.8624422,89.22683987,94.58489217,93.64199928,96.06180248,94.17591145,97.07537533,96.73911684,96.23365374,98.11823951
