Wave Number,A_100 c,A_50 a,A_50 b,A_50 c,B_100 a,B_100 b,B_100 c,B_50 b,B_50 c,D_100 a,D_100 c,D_50 a,D_50 b,D_50 c,M_100 b,M_100 c,M_50 a,M_50 c,T2_100 a,T2_100 b,T2_100 c,T2_25 a,T2_25 b,T2_25 c,T2_50 b,T2_50 c,T2_75 b,T2_75 c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_0 a,V1_0 b,V2_0 d,V2_0 e,V2_0 f,V_0 a,V_0 b,V_0 c
186.3298,36.34174,26.92777,23.80027,28.21988,51.42936,38.89712,47.09679,29.50044,30.41277,52.43647,45.98164,30.73274,31.96051,31.7443,49.8998,50.3,37.22492,38.4487,49.23613,51.8584,45.99643,24.35575,23.51138,20.61315,32.2272,30.22249,34.67279,41.19239,49.1,52.7,51,20,21.7,20.6,26.6,25.8,23.8,36.1,36.2,37,18.79102,9.693293,16.90966,19.86992,20.65713,17.2,17.2,20.2
187.2941,36.23696,26.86376,23.74029,28.0079,51.22472,38.74007,47.01976,29.34256,30.45942,52.29736,45.92803,30.55171,31.92414,31.65659,49.87824,50.2,37.06233,38.38755,49.0363,51.86137,45.88383,24.24965,23.36575,20.41494,32.09614,30.0436,34.49522,41.09727,49,52.6,50.9,19.9,21.5,20.4,26.6,25.6,23.6,36,36,36.9,18.67567,9.685595,16.79249,19.81537,20.5018,17.2,17.1,20.1
188.2583,36.07908,26.75683,23.65784,27.78535,51.01651,38.53667,46.92305,29.17765,30.43194,52.10513,45.82581,30.38366,31.83992,31.58071,49.85481,50,36.86325,38.29872,48.79907,51.80818,45.73609,24.10184,23.17399,20.24246,31.95492,29.89269,34.32278,40.97171,48.8,52.4,50.9,19.8,21.3,20.2,26.5,25.5,23.4,35.8,35.7,36.8,18.48139,9.614424,16.63738,19.70992,20.29401,17.2,17,20
189.2225,35.86047,26.59484,23.5349,27.5413,50.77665,38.28331,46.7775,29.00331,30.28406,51.84901,45.65744,30.21745,31.68172,31.5003,49.79884,49.7,36.6281,38.15257,48.51883,51.65749,45.5312,23.90014,22.92844,20.08935,31.78607,29.75025,34.1396,40.78222,48.5,52.2,50.7,19.6,21.2,20,26.4,25.3,23.2,35.6,35.5,36.6,18.19887,9.457417,16.42806,19.54431,20.02633,17.1,16.9,19.8
190.1868,35.60973,26.3934,23.38391,27.289,50.50215,38.00668,46.5873,28.83912,30.01439,51.55965,45.4482,30.06259,31.4589,31.41825,49.7076,49.5,36.38457,37.95021,48.22052,51.41898,45.28394,23.66196,22.65215,19.964,31.59911,29.61157,33.95682,40.54259,48.2,51.9,50.6,19.5,21,19.8,26.3,25.1,23,35.3,35.2,36.5,17.86296,9.237144,16.18088,19.34241,19.73358,17,16.7,19.6
191.151,35.37785,26.18806,23.23975,27.05922,50.21408,37.75098,46.38457,28.71572,29.66391,51.29886,45.25497,29.94199,31.20893,31.35134,49.60202,49.2,36.17549,37.72201,47.94716,51.14433,45.0364,23.42458,22.38873,19.88357,31.42166,29.48438,33.80423,40.30006,47.9,51.6,50.4,19.3,20.9,19.6,26.2,24.9,22.9,35,34.9,36.4,17.53783,9.007936,15.93764,19.14929,19.4771,16.9,16.6,19.3
192.1152,35.21197,26.01615,23.13888,26.88215,49.94354,37.55486,46.2085,28.65576,29.29429,51.13036,45.13679,29.87502,30.97514,31.31557,49.51007,49.1,36.03693,37.51038,47.7356,50.89594,44.83315,23.22493,22.18163,19.85993,31.2802,29.37814,33.7089,40.1028,47.6,51.3,50.2,19.1,20.7,19.5,26.1,24.7,22.8,34.8,34.8,36.3,17.28739,8.826232,15.74338,19.00786,19.31257,16.8,16.5,19.1
193.0795,35.13107,25.8984,23.09801,26.76911,49.71355,37.4309,46.0815,28.65738,28.95936,51.08747,45.12321,29.86122,30.78258,31.31195,49.44838,49.1,35.97853,37.34696,47.59478,50.71177,44.69558,23.08039,22.05387,19.88667,31.18209,29.29286,33.67451,39.96904,47.5,51.1,50.1,18.9,20.7,19.4,26.1,24.6,22.8,34.7,34.7,36.2,17.14614,8.72159,15.62214,18.93671,19.25917,16.7,16.5,18.9
194.0437,35.11671,25.83074,23.10456,26.70547,49.528,37.35897,45.99641,28.69026,28.68506,51.1558,45.1976,29.87505,30.62584,31.32169,49.41307,49.2,35.97724,37.23759,47.49944,50.5861,44.60993,22.98122,21.99873,19.9355,31.10953,29.21548,33.67439,39.87689,47.3,51,50,18.8,20.6,19.4,26.1,24.6,22.8,34.7,34.6,36.1,17.10564,8.684203,15.56478,18.92103,19.28762,16.7,16.4,18.8
195.0079,35.12355,25.79023,23.12442,26.6592,49.37337,37.29728,45.92168,28.70706,28.46731,51.28027,45.30465,29.8757,30.47534,31.31424,49.38466,49.3,35.98804,37.16276,47.40348,50.47661,44.53579,22.89835,21.98574,19.96555,31.02916,29.12652,33.6632,39.7807,47.2,50.8,49.9,18.6,20.5,19.4,26.1,24.5,22.8,34.7,34.5,36,17.12274,8.674685,15.53578,18.9214,19.33467,16.6,16.4,18.7
195.9722,35.1035,25.75093,23.1221,26.60009,49.23153,37.20501,45.821,28.66476,28.28645,51.39225,45.37778,29.82732,30.29804,31.26364,49.34294,49.4,35.9662,37.09239,47.26582,50.33275,44.42932,22.80179,21.97812,19.94088,30.9115,29.01274,33.60113,39.6437,47.1,50.7,49.8,18.4,20.4,19.4,26,24.5,22.8,34.7,34.4,35.9,17.14424,8.649501,15.49472,18.89525,19.33678,16.5,16.4,18.6
196.9364,35.02997,25.69969,23.08157,26.51813,49.09502,37.06411,45.67548,28.54457,28.12743,51.44195,45.37172,29.71837,30.08018,31.16339,49.28225,49.4,35.88878,37.00551,47.07417,50.12833,44.26797,22.67889,21.95148,19.84695,30.749,28.87781,33.47665,39.46648,47,50.5,49.5,18.2,20.2,19.3,26,24.4,22.7,34.7,34.3,35.8,17.13364,8.587272,15.41959,18.8193,19.26446,16.3,16.3,18.5
197.9006,34.90927,25.64235,23.01538,26.43003,48.97525,36.88863,45.4953,28.35998,27.99225,51.41824,45.28299,29.56913,29.83869,31.03089,49.21745,49.3,35.76447,36.90308,46.85321,49.8794,44.06241,22.54203,21.90376,19.69711,30.56236,28.74333,33.31443,39.29303,46.9,50.3,49.3,18.1,20.1,19.2,25.9,24.3,22.7,34.6,34.1,35.6,17.08541,8.501045,15.31813,18.70063,19.1382,16,16.2,18.4
198.8649,34.77358,25.59688,22.95708,26.36961,48.8978,36.717,45.31416,28.14889,27.89702,51.34677,45.14805,29.42267,29.61474,30.89835,49.17653,49.2,35.62692,36.80687,46.65247,49.63706,43.84955,22.4219,21.85193,19.52563,30.39142,28.639,33.16349,39.18918,46.7,50.1,49.1,18,19.9,19.1,25.9,24.3,22.6,34.5,34,35.5,17.02016,8.429862,15.22106,18.57128,19.01711,15.8,16.1,18.3
199.8291,34.66061,25.57854,22.94126,26.36752,48.88755,36.59203,45.1702,27.95451,27.85675,51.26913,45.02154,29.32392,29.45326,30.79515,49.18454,49.1,35.51632,36.74578,46.52055,49.46009,43.67142,22.35034,21.81842,19.37126,30.27588,28.58659,33.07193,39.20515,46.7,50,49,18,19.8,19.1,25.8,24.2,22.5,34.5,33.9,35.4,16.96561,8.414948,15.16161,18.47018,18.9669,15.7,16.1,18.3
200.7933,34.59209,25.58668,22.98284,26.43179,48.95228,36.53994,45.08474,27.8056,27.8687,51.21681,44.94727,29.29806,29.38014,30.7318,49.24831,49.1,35.45976,36.7383,46.4799,49.38339,43.55247,22.34306,21.8165,19.26044,30.23637,28.5871,33.06216,39.3438,46.7,49.9,49,18.1,19.7,19.1,25.8,24.3,22.4,34.5,33.9,35.4,16.93589,8.474804,15.15421,18.42311,19.02469,15.6,16.2,18.3
201.7576,34.5635,25.6019,23.0677,26.5407,49.07464,36.55982,45.05137,27.70646,27.90633,51.19529,44.93799,29.33966,29.3901,30.69487,49.35113,49.2,35.46124,36.78185,46.51593,49.40065,43.48862,22.39151,21.84325,19.19878,30.26617,28.61888,33.1206,39.5535,46.8,49.8,49.1,18.2,19.6,19.2,25.8,24.4,22.4,34.5,34,35.3,16.92201,8.593784,15.18478,18.43162,19.17965,15.6,16.3,18.4
202.7218,34.55036,25.59595,23.15976,26.65215,49.21776,36.62835,45.04152,27.64127,27.92877,51.18678,44.97403,29.41793,29.45178,30.65587,49.46083,49.3,35.50546,36.85498,46.5862,49.47088,43.45368,22.46853,21.8839,19.17426,30.33723,28.6486,33.20704,39.75106,46.9,49.9,49.3,18.3,19.6,19.3,25.8,24.5,22.4,34.5,34.1,35.3,16.89857,8.730597,15.2185,18.47601,19.3788,15.7,16.4,18.5
203.686,34.52629,25.5491,23.22036,26.72473,49.34151,36.71593,45.02293,27.58886,27.90135,51.16822,45.01975,29.4945,29.52665,30.58909,49.54656,49.4,35.57183,36.9307,46.6436,49.54452,43.41877,22.5437,21.92387,19.16919,30.41647,28.64922,33.27826,39.86294,47,49.9,49.3,18.4,19.6,19.4,25.7,24.6,22.3,34.4,34.1,35.3,16.84203,8.841463,15.22038,18.5292,19.55383,15.8,16.4,18.6
204.6503,34.48169,25.46446,23.22869,26.73866,49.4204,36.80391,44.97994,27.53854,27.81516,51.13187,45.04691,29.54355,29.59034,30.488,49.59451,49.5,35.64878,36.99201,46.66061,49.59342,43.3727,22.59947,21.96014,19.17282,30.48242,28.61467,33.31215,39.86227,47,50,49.3,18.4,19.6,19.4,25.5,24.7,22.3,34.4,34.2,35.2,16.74872,8.904296,15.17659,18.57258,19.65316,15.8,16.5,18.6
205.6145,34.43114,25.37012,23.19171,26.70503,49.45329,36.8926,44.92322,27.49743,27.6937,51.09447,45.0508,29.56301,29.64403,30.37073,49.6134,49.4,35.73949,37.04021,46.64109,49.62683,43.33035,22.63853,22.00413,19.18688,30.53291,28.56256,33.31887,39.78155,46.9,50.1,49.3,18.5,19.6,19.3,25.4,24.8,22.2,34.3,34.2,35.1,16.64127,8.929776,15.10394,18.60429,19.66244,15.8,16.4,18.6
206.5787,34.40525,25.30667,23.13832,26.65828,49.45982,36.99577,44.88334,27.48524,27.58187,51.08854,45.05004,29.57123,29.70968,30.27113,49.62657,49.4,35.85558,37.09082,46.61407,49.68411,43.32424,22.67847,22.07376,19.2209,30.58001,28.52345,33.33316,39.69373,46.9,50.2,49.2,18.5,19.6,19.3,25.2,24.9,22.2,34.3,34.2,35.1,16.55885,8.953027,15.04132,18.63592,19.60333,15.8,16.3,18.6
207.543,34.4313,25.3063,23.10147,26.63634,49.46642,37.12584,44.89194,27.5203,27.52257,51.14054,45.07146,29.59172,29.8126,30.22062,49.65557,49.4,36.00341,37.16012,46.61398,49.80865,43.38371,22.73743,22.1792,19.28069,30.63643,28.52289,33.39246,39.67217,46.8,50.3,49.3,18.5,19.7,19.3,25.1,25,22.3,34.3,34.2,35.1,16.5366,9.010833,15.02771,18.68066,19.51391,15.9,16.2,18.7
208.5072,34.51473,25.37505,23.0988,26.65963,49.49005,37.27938,44.96186,27.60544,27.53358,51.2498,45.13025,29.63555,29.96221,30.2311,49.70485,49.5,36.17198,37.25091,46.6595,50.01844,43.51418,22.81946,22.31113,19.35786,30.7023,28.56652,33.51385,39.7514,46.9,50.5,49.4,18.6,19.9,19.3,25,25,22.4,34.3,34.3,35.2,16.58591,9.117744,15.07944,18.74124,19.42356,16,16.2,18.8
209.4714,34.63218,25.48813,23.12298,26.72061,49.52893,37.43249,45.07826,27.72259,27.59808,51.38162,45.21815,29.69176,30.14257,30.28855,49.75703,49.5,36.33069,37.34682,46.74312,50.29084,43.68885,22.9087,22.43899,19.42769,30.76089,28.63658,33.68304,39.90987,47,50.7,49.7,18.7,20.1,19.4,25.1,25.1,22.5,34.3,34.4,35.4,16.68693,9.254948,15.17958,18.80555,19.33789,16.1,16.2,19
210.4357,34.74089,25.60148,23.14715,26.78959,49.56532,37.54936,45.20596,27.83947,27.67415,51.48073,45.30687,29.73158,30.31837,30.36107,49.78164,49.6,36.43945,37.41896,46.83685,50.57063,43.8581,22.97593,22.52147,19.45791,30.78622,28.70197,33.86148,40.08362,47.1,50.9,49.9,18.7,20.2,19.6,25.1,25.2,22.7,34.4,34.5,35.5,16.79799,9.378351,15.2856,18.85263,19.24221,16.1,16.2,19.1
211.3999,34.79925,25.67354,23.14209,26.83285,49.57801,37.59947,45.30881,27.92514,27.71834,51.49841,45.36478,29.72411,30.45254,30.41649,49.7526,49.7,36.46618,37.44153,46.90991,50.797,43.97195,22.99398,22.52426,19.42414,30.758,28.73621,34.00739,40.20221,47.1,50.9,50.1,18.7,20.4,19.7,25.1,25.1,22.8,34.4,34.6,35.6,16.87639,9.44132,15.35097,18.865,19.11991,16.1,16.2,19.2
212.3641,34.78716,25.68553,23.09499,26.83233,49.55659,37.57375,45.36961,27.96561,27.7098,51.41854,45.37626,29.65441,30.52495,30.43944,49.66433,49.7,36.40191,37.40708,46.94703,50.93408,44.00322,22.95295,22.43606,19.32354,30.67494,28.73302,34.09785,40.2266,47.1,50.9,50.2,18.6,20.4,19.8,25.1,25,22.8,34.4,34.6,35.6,16.89917,9.419158,15.34836,18.83927,18.97261,16.1,16.2,19.1
213.3284,34.71515,25.64925,23.01855,26.79543,49.50898,37.4902,45.3989,27.97045,27.661,51.26741,45.35179,29.53369,30.54095,30.43809,49.53704,49.7,36.26487,37.3321,46.95663,50.98742,43.95878,22.86632,22.27425,19.17872,30.55812,28.71036,34.13937,40.16799,47.1,50.9,50.2,18.5,20.4,19.9,25.1,24.9,22.8,34.4,34.6,35.6,16.87225,9.32168,15.28179,18.78845,18.8281,16,16.1,19.1
214.2926,34.61756,25.59819,22.94482,26.74947,49.4571,37.38567,45.42705,27.96638,27.60874,51.10116,45.32224,29.39595,30.5248,30.43692,49.40785,49.6,36.09081,37.24908,46.96376,50.99719,43.87292,22.76442,22.07713,19.02901,30.44196,28.70041,34.16084,40.07799,47,50.8,50.2,18.3,20.4,19.9,25.1,24.7,22.8,34.4,34.6,35.6,16.82337,9.187225,15.1813,18.73415,18.72973,15.9,16.1,18.9
215.2568,34.53392,25.56719,22.90716,26.72458,49.42347,37.29785,45.4844,27.98108,27.59081,50.97729,45.3205,29.28272,30.50226,30.45957,49.31245,49.6,35.91454,37.18921,46.99247,51.01205,43.78714,22.67859,21.88657,18.91342,30.35746,28.73098,34.19342,40.01693,46.9,50.8,50.2,18.2,20.3,19.9,25.1,24.6,22.8,34.3,34.6,35.6,16.7835,9.062024,15.08402,18.69366,18.7127,15.8,16.1,18.8
216.2211,34.48916,25.57211,22.92089,26.73511,49.4161,37.24754,45.58065,28.02629,27.62176,50.92587,45.36102,29.22436,30.48319,30.51204,49.26736,49.7,35.75352,37.16544,47.04875,51.05884,43.72814,22.62492,21.73031,18.85424,30.3175,28.80886,34.24953,40.01899,46.8,50.7,50.2,18.1,20.2,19.9,25.2,24.4,22.8,34.3,34.7,35.6,16.76788,8.976869,15.013,18.66956,18.78096,15.7,16.1,18.7
217.1853,34.48354,25.60079,22.97352,26.77062,49.421,37.23045,45.69582,28.08992,27.68218,50.93599,45.42941,29.22772,30.45497,30.57581,49.26255,49.8,35.60224,37.16599,47.11438,51.12547,43.69605,22.59635,21.61259,18.8496,30.31223,28.91439,34.31306,40.0739,46.7,50.8,50.2,18,20.1,19.8,25.2,24.3,22.8,34.3,34.7,35.7,16.7675,8.93412,14.96632,18.64859,18.89896,15.6,16.2,18.6
218.1495,34.49689,25.61994,23.03041,26.80151,49.4071,37.22311,45.78825,28.14133,27.72766,50.96504,45.48855,29.2761,30.39114,30.61538,49.26809,49.9,35.44056,37.16209,47.15593,51.16684,43.6689,22.56712,21.51748,18.87841,30.3171,29.01034,34.34692,40.13488,46.7,50.8,50.2,18,19.9,19.8,25.3,24.2,22.8,34.3,34.8,35.8,16.75578,8.911611,14.9225,18.61104,19.0043,15.5,16.2,18.5
219.1138,34.50387,25.59377,23.05239,26.79596,49.34138,37.19854,45.81532,28.14693,27.71251,50.96472,45.49815,29.34035,30.27045,30.59607,49.25097,49.9,35.25076,37.12549,47.14376,51.13027,43.61954,22.50693,21.42174,18.91415,30.30829,29.05969,34.31363,40.14725,46.6,50.8,50,18,19.8,19.7,25.3,24.2,22.7,34.3,34.7,35.8,16.70599,8.880002,14.85862,18.54509,19.03559,15.3,16.1,18.4
220.078,34.49042,25.50352,23.01536,26.73835,49.20597,37.14235,45.7553,28.08697,27.61487,50.90916,45.43637,29.3939,30.0949,30.50227,49.1923,49.9,35.03289,37.04541,47.06979,50.98591,43.53423,22.39703,21.30938,18.93931,30.27639,29.04243,34.19705,40.08054,46.6,50.8,49.7,18,19.5,19.6,25.2,24,22.7,34.2,34.6,35.8,16.60868,8.822626,14.76921,18.45687,18.9611,15.1,16.1,18.3
221.0422,34.46143,25.35726,22.92116,26.63849,49.00776,37.05975,45.61784,27.96433,27.44925,50.80909,45.31145,29.42294,29.8953,30.34591,49.0957,49.9,34.80962,36.93475,46.95361,50.74504,43.42176,22.23939,21.17982,18.95241,30.22998,28.96221,34.01314,39.94553,46.5,50.7,49.3,18,19.3,19.4,25.1,23.9,22.6,34.1,34.4,35.8,16.47857,8.745883,14.67336,18.36909,18.79268,15,16,18.1
222.0065,34.43565,25.18471,22.79405,26.52614,48.77515,36.97013,45.43709,27.80076,27.25924,50.70433,45.15614,29.42707,29.7198,30.16112,48.98268,49.8,34.61718,36.82177,46.83312,50.45591,43.30793,22.05438,21.0458,18.96399,30.18747,28.83974,33.80325,39.78692,46.5,50.7,49,18,19.1,19.3,24.9,23.7,22.5,34,34.3,35.7,16.34659,8.674459,14.605,18.30794,18.57766,14.8,15.9,18
222.9707,34.43134,25.02076,22.66548,26.43367,48.54401,36.89302,45.25189,27.62329,27.09487,50.6391,45.00863,29.41149,29.61062,29.98805,48.87856,49.7,34.48786,36.73193,46.74448,50.18013,43.21882,21.86886,20.92374,18.98462,30.16215,28.69785,33.61366,39.65659,46.4,50.6,48.8,18.1,19,19.1,24.8,23.6,22.4,33.9,34.1,35.7,16.24184,8.634894,14.5915,18.28535,18.37369,14.6,15.8,17.8
223.9349,34.45195,24.88729,22.55665,26.37657,48.34087,36.83449,45.08463,27.44905,26.98681,50.63462,44.89108,29.37707,29.58164,29.85527,48.7977,49.6,34.43383,36.67053,46.70285,49.96291,43.16354,21.70189,20.82304,19.01234,30.14973,28.54734,33.47263,39.5832,46.4,50.5,48.6,18.1,18.9,19,24.7,23.5,22.4,33.9,34,35.6,16.17425,8.637761,14.63377,18.28741,18.22059,14.6,15.7,17.7
224.8992,34.48114,24.78376,22.46882,26.34253,48.17274,36.78238,44.93119,27.27729,26.93214,50.67489,44.79811,29.31541,29.60924,29.76963,48.73666,49.5,34.44154,36.61658,46.69448,49.81403,43.12681,21.5564,20.74128,19.02758,30.12645,28.38223,33.37757,39.55584,46.3,50.4,48.6,18.1,18.9,18.9,24.6,23.4,22.5,33.9,33.9,35.6,16.12818,8.669241,14.70037,18.27672,18.12408,14.6,15.6,17.6
225.8634,34.4903,24.69156,22.38675,26.29556,48.02874,36.71339,44.76767,27.09299,26.89886,50.71409,44.70218,29.21258,29.64221,29.71829,48.67887,49.5,34.47993,36.5324,46.68479,49.70933,43.07621,21.42101,20.66797,18.99912,30.05949,28.18693,33.29877,39.5306,46.2,50.3,48.6,18.1,18.8,18.7,24.5,23.4,22.6,33.9,33.9,35.5,16.07111,8.696979,14.73975,18.20881,18.05899,14.5,15.6,17.5
226.8276,34.45462,24.58882,22.29249,26.19289,47.89181,36.60777,44.56954,26.87953,26.84625,50.70113,44.57223,29.05965,29.62566,29.68044,48.60735,49.4,34.51754,36.38435,46.63752,49.61089,42.97997,21.28041,20.59388,18.89832,29.92432,27.95044,33.19734,39.45571,46,50.1,48.6,18,18.8,18.5,24.3,23.3,22.6,33.8,33.8,35.4,15.97239,8.686745,14.70486,18.05452,17.98849,14.5,15.5,17.3
227.7919,34.36778,24.46663,22.18049,26.00608,47.75303,36.46267,44.33181,26.63271,26.74888,50.60769,44.3949,28.86328,29.5267,29.64091,48.51736,49.3,34.53878,36.16357,46.53391,49.49306,42.82502,21.12728,20.51956,18.71425,29.71943,27.67849,33.04668,39.30039,45.8,49.9,48.5,17.9,18.7,18.2,24.2,23.2,22.6,33.7,33.8,35.3,15.8215,8.620351,14.57674,17.81643,17.88777,14.4,15.3,17.1
228.7561,34.24625,24.33681,22.06453,25.73541,47.61983,36.29603,44.07787,26.36746,26.61051,50.44369,44.18541,28.64883,29.34862,29.59755,48.42095,49.1,34.54996,35.89489,46.38088,49.35887,42.62477,20.96881,20.45662,18.46136,29.46972,27.39558,32.84592,39.07074,45.5,49.6,48.4,17.7,18.6,17.9,24,23,22.5,33.6,33.6,35.1,15.63502,8.504496,14.37499,17.52987,17.75837,14.3,15.2,16.9
229.7203,34.12032,24.22647,21.97179,25.41107,47.51281,36.13815,43.85117,26.11337,26.46017,50.25172,43.98165,28.45295,29.12662,29.55827,48.34048,49,34.57162,35.62841,46.20455,49.23742,42.41262,20.82376,20.42031,18.17595,29.21651,27.13495,32.61845,38.80428,45.2,49.4,48.2,17.4,18.5,17.6,23.7,22.9,22.4,33.4,33.5,34.8,15.44842,8.365709,14.14902,17.24736,17.62567,14.2,15,16.7
230.6846,34.01682,24.16247,21.92727,25.0812,47.45318,36.0157,43.69378,25.90139,26.33327,50.08402,43.82458,28.30846,28.90832,29.53056,48.29503,48.9,34.62182,35.41752,46.03346,49.16414,42.225,20.71221,20.41759,17.90306,28.99913,26.922,32.39737,38.54731,45,49.2,48.1,17.1,18.5,17.4,23.6,22.9,22.2,33.3,33.4,34.7,15.29689,8.23472,13.95497,17.01423,17.52174,14.1,14.9,16.5
231.6488,33.94404,24.15499,21.93778,24.7937,47.44801,35.93721,43.62341,25.74914,26.24913,49.97545,43.73608,28.22994,28.72999,29.51108,48.28777,48.9,34.70013,35.29497,45.88212,49.15643,42.08394,20.64421,20.43814,17.68069,28.83806,26.76085,32.20715,38.3293,44.8,49,48,16.9,18.5,17.4,23.4,22.8,22,33.1,33.3,34.5,15.19638,8.129722,13.83022,16.84828,17.46469,14.1,14.9,16.5
232.613,33.88764,24.18973,21.98499,24.58071,47.48224,35.88872,43.6218,25.65333,26.19831,49.92765,43.70704,28.2077,28.6015,29.4829,48.30262,49,34.78216,35.25934,45.74452,49.19926,41.98882,20.61404,20.45508,17.52881,28.72847,26.63245,32.05216,38.14921,44.8,48.9,48,16.8,18.5,17.4,23.3,22.8,21.8,33,33.2,34.4,15.13543,8.048503,13.77878,16.73397,17.44732,14.1,14.9,16.4
233.5773,33.82055,24.23371,22.03191,24.4524,47.52248,35.842,43.64156,25.59315,26.1473,49.91272,43.70253,28.21386,28.5071,29.42322,48.31263,49.1,34.82808,35.27904,45.60098,49.24994,41.92176,20.60379,20.436,17.44759,28.64718,26.50587,31.91813,37.98133,44.7,48.8,48,16.7,18.5,17.5,23.3,22.8,21.6,32.9,33.1,34.2,15.08258,7.973718,13.77448,16.63434,17.44179,14.2,14.9,16.4
234.5415,33.72126,24.25157,22.03958,24.40073,47.53105,35.77113,43.62812,25.54269,26.05793,49.89344,43.68119,28.21702,28.42036,29.31781,48.29576,49.2,34.80107,35.31126,45.43401,49.25965,41.86247,20.5941,20.35924,17.42393,28.56847,26.35662,31.78496,37.79606,44.6,48.6,47.9,16.6,18.5,17.6,23.2,22.7,21.4,32.7,33,34.1,15.00477,7.887473,13.77885,16.51353,17.41709,14.2,14.9,16.4
235.5057,33.58986,24.22348,21.9852,24.40875,47.4828,35.66756,43.54552,25.48494,25.91031,49.84736,43.61789,28.19763,28.32329,29.17347,48.24842,49.2,34.68568,35.32548,45.24314,49.1994,41.80333,20.57598,20.22662,17.44152,28.47943,26.18167,31.6424,37.58235,44.5,48.4,47.8,16.5,18.5,17.6,23.2,22.6,21.1,32.6,32.8,33.9,14.88612,7.785766,13.76317,16.35776,17.3584,14.2,14.9,16.4
236.47,33.45208,24.1546,21.87221,24.45892,47.37599,35.54494,43.3925,25.41959,25.7161,49.78038,43.51699,28.15568,28.21863,29.02053,48.18837,49.1,34.49649,35.31885,45.04928,49.07572,41.7548,20.55637,20.06527,17.4882,28.38627,26.00268,31.49867,37.35797,44.4,48.2,47.6,16.5,18.4,17.7,23.1,22.5,20.9,32.4,32.7,33.7,14.73657,7.683581,13.72205,16.18324,17.27598,14.1,14.8,16.4
237.4342,33.34834,24.07118,21.72758,24.53638,47.23147,35.43093,43.20076,25.36039,25.51459,49.72214,43.40899,28.10693,28.12827,28.90236,48.14486,48.9,34.27268,35.31559,44.88522,48.92712,41.73779,20.554,19.91711,17.55705,28.30839,25.85552,31.37688,37.16139,44.3,48,47.5,16.4,18.3,17.7,23,22.4,20.7,32.2,32.5,33.5,14.58587,7.607291,13.67186,16.02724,17.19832,14,14.7,16.4
238.3984,33.31326,24.00568,21.58797,24.62717,47.08139,35.35064,43.01728,25.32417,25.35366,49.70643,43.33247,28.07075,28.07965,28.85625,48.14143,48.9,34.06166,35.35152,44.7775,48.80322,41.76763,20.58754,19.82068,17.64195,28.26443,25.77189,31.30138,37.03042,44.3,47.8,47.4,16.4,18.2,17.6,22.9,22.4,20.7,32.1,32.4,33.4,14.467,7.578829,13.63603,15.92773,17.15355,13.9,14.5,16.4
239.3627,33.35701,23.97934,21.48244,24.71534,46.95396,35.31124,42.88073,25.31825,25.26642,49.7487,43.31217,28.05694,28.08862,28.89526,48.18143,48.9,33.90069,35.45283,44.73018,48.73866,41.83987,20.66298,19.7943,17.73192,28.25899,25.76306,31.28254,36.98082,44.4,47.8,47.3,16.3,18.1,17.6,22.9,22.3,20.6,32,32.3,33.3,14.3988,7.60131,13.62709,15.90326,17.15063,13.8,14.4,16.4
240.3269,33.45904,23.99174,21.42082,24.78348,46.86274,35.2968,42.80471,25.33426,25.25639,49.8346,43.34522,28.05985,28.14923,29.0007,48.24529,48.9,33.80577,35.62086,44.72057,48.73626,41.92754,20.76743,19.82903,17.80938,28.27809,25.81432,31.30934,36.99763,44.5,47.8,47.4,16.3,18,17.6,22.9,22.3,20.7,31.9,32.4,33.2,14.37782,7.655121,13.63692,15.94407,17.17185,13.8,14.3,16.5
241.2911,33.57794,24.02288,21.39317,24.81821,46.80582,35.27654,42.77588,25.35226,25.29904,49.92696,43.40357,28.06313,28.23658,29.12938,48.30137,49.1,33.77233,35.83076,44.71008,48.76888,41.99274,20.87311,19.89464,17.85454,28.29643,25.89337,31.35471,37.04468,44.6,47.8,47.4,16.3,17.9,17.6,22.9,22.3,20.8,31.9,32.4,33.2,14.38352,7.707424,13.64153,16.01912,17.1818,13.7,14.1,16.6
242.2554,33.67222,24.04608,21.38013,24.81819,46.77419,35.22277,42.76641,25.35318,25.35781,49.98719,43.45057,28.05235,28.32098,29.23248,48.32532,49.2,33.78555,36.04383,44.6647,48.798,42.00682,20.94941,19.95491,17.85399,28.29235,25.96771,31.39056,37.08628,44.7,47.9,47.4,16.3,17.9,17.5,22.9,22.2,20.8,31.9,32.4,33.2,14.39337,7.729877,13.6175,16.0946,17.14831,13.7,14,16.5
243.2196,33.72055,24.04418,21.36707,24.79885,46.76326,35.12858,42.75288,25.33229,25.40504,49.99891,43.46238,28.02778,28.38487,29.27649,48.31677,49.3,33.83278,36.22605,44.57402,48.79782,41.96782,20.9768,19.98418,17.80856,28.2614,26.02146,31.40402,37.10801,44.7,48,47.4,16.4,17.8,17.5,22.8,22.2,20.9,32,32.5,33.2,14.39846,7.714318,13.55989,16.15319,17.06354,13.7,14,16.5
